emp_no,exit_date,exit_reason
37606,9/28/89,4
287943,2/3/95,1
265049,1/30/98,7
435853,1/4/97,1
218049,6/26/07,6
78199,2/17/05,4
200966,4/3/92,6
43666,6/15/93,2
468587,8/6/00,1
233831,1/11/92,2
454168,2/7/05,2
487300,5/4/09,6
434670,9/1/97,3
220435,10/21/97,7
231128,8/17/90,1
496393,10/16/96,1
470004,12/7/00,5
90162,4/12/01,4
492319,12/11/03,7
497840,12/18/02,5
430678,8/5/07,5
243315,12/9/97,2
83529,6/25/93,5
211154,6/3/95,1
276796,6/14/02,6
98387,10/19/01,5
460772,8/2/09,7
296770,6/27/94,1
443187,3/20/94,3
414997,7/28/07,1
14243,6/26/08,7
72408,4/22/99,5
27938,4/16/99,7
486515,12/26/06,7
412058,10/27/98,3
441025,11/17/01,2
244774,8/18/00,3
241067,10/17/00,5
88795,5/30/94,5
14420,7/21/10,3
237309,4/15/08,1
497118,9/10/02,2
27503,2/14/03,2
279854,1/6/00,1
224944,1/18/94,7
478269,11/22/95,7
246959,8/13/97,5
38305,3/2/96,6
489923,8/23/93,5
20245,12/6/97,5
52305,1/31/00,5
230802,11/9/99,6
298663,2/12/06,6
69241,4/21/00,7
271784,2/23/05,7
426819,11/15/09,7
475472,6/11/99,5
55052,1/9/09,7
405256,5/21/95,3
36510,5/8/00,6
498501,6/20/93,2
223225,4/23/96,5
244044,7/13/99,6
94687,8/31/94,2
465870,11/28/97,1
46011,11/23/91,6
274752,5/14/02,1
293819,8/16/07,7
448857,5/15/91,6
34227,9/7/05,6
44877,11/17/97,5
494590,3/2/04,6
468626,9/18/95,7
72435,12/22/92,1
407511,8/2/03,1
18238,2/6/99,7
493568,8/30/05,2
52761,4/6/94,2
295813,10/19/07,3
228647,8/18/06,7
106994,9/24/92,6
476825,6/9/92,4
290052,4/10/94,1
207108,5/19/05,2
42706,11/16/01,5
221286,9/10/96,7
107554,6/2/97,6
102590,7/19/89,4
50457,8/26/08,2
241879,11/12/02,1
210909,9/10/07,7
15020,10/1/92,6
92011,9/25/03,7
21068,1/6/99,3
498755,6/7/06,4
495272,1/27/95,5
11829,3/25/09,2
446744,11/25/97,7
13244,12/19/93,5
37055,12/9/96,1
470297,12/7/96,4
426229,10/21/97,6
212009,10/11/98,6
475347,4/30/95,5
203568,9/17/02,7
486416,12/2/95,3
216116,3/15/97,3
75656,3/22/07,5
263094,9/14/97,6
65428,9/1/96,2
413916,10/8/97,6
450384,5/18/97,6
221003,4/9/91,1
267174,11/4/03,7
401622,12/22/05,3
498833,7/14/00,7
92234,3/20/97,2
55116,1/19/04,1
227941,1/6/96,3
245196,11/12/96,7
282581,4/8/91,6
482193,1/18/98,2
482915,11/20/94,5
202807,7/22/92,2
228901,2/8/01,1
102371,12/1/97,1
65940,4/23/04,7
457697,5/9/03,3
23913,5/5/91,6
429427,6/7/06,2
226019,1/8/01,4
277524,4/29/96,4
451872,8/12/00,4
235729,9/6/00,6
217844,5/22/01,4
255672,1/29/02,6
201556,7/10/04,4
22634,12/12/98,3
257725,9/22/00,2
43828,2/20/91,1
11928,1/21/99,6
261289,10/20/97,6
258812,4/14/97,4
431116,5/14/12,5
254816,5/22/93,5
448723,5/18/96,7
234057,9/29/04,2
59565,12/6/92,5
206286,1/10/99,4
231956,3/4/92,6
80478,7/14/98,2
464909,8/3/94,2
104208,1/15/02,2
489854,1/24/91,6
497850,7/2/02,6
11815,8/28/02,6
85832,11/13/98,3
55326,1/15/01,6
276012,5/19/99,2
490039,10/8/97,5
263126,3/28/97,5
70764,8/9/04,3
466773,10/7/03,7
411496,6/21/98,4
208661,10/22/04,1
433352,1/9/08,5
262363,5/12/93,3
246706,4/7/95,5
444411,8/29/94,4
248828,2/15/03,6
78476,3/9/99,2
85308,11/25/99,5
103204,11/10/97,2
218805,7/7/03,6
60133,9/7/92,6
287942,9/8/03,5
87135,4/3/98,7
62999,10/11/99,3
459370,3/11/02,5
280068,5/25/04,1
74988,12/30/94,3
263580,10/17/03,3
458070,8/23/09,1
61618,4/3/99,6
62320,2/8/97,1
273473,6/19/04,5
90390,1/30/98,5
20334,1/15/01,5
275905,11/18/00,3
494508,5/18/05,2
244884,11/9/98,2
454575,2/24/01,5
90270,4/2/02,3
476607,4/27/05,4
234111,12/17/12,5
259774,11/17/91,1
427373,9/29/98,7
237018,9/24/99,1
56670,4/27/97,2
100175,11/11/93,3
440702,10/14/04,1
78711,2/21/07,2
474879,8/12/95,5
21638,10/20/01,7
273125,6/19/02,2
254417,12/27/94,6
97917,3/20/93,4
96059,7/13/95,6
61079,12/27/98,2
423719,4/3/92,1
408118,5/25/06,2
50007,11/5/90,5
451884,8/22/07,1
295026,1/13/10,5
457998,2/12/94,6
400073,3/11/06,4
106555,6/6/94,7
202059,10/13/01,3
55143,7/14/99,5
429716,5/19/01,7
494753,8/8/96,2
11780,10/8/02,2
28709,10/13/96,5
95330,5/16/98,1
269795,12/5/04,7
289959,8/15/95,1
82991,4/19/95,7
49766,9/28/01,2
496651,1/18/96,2
459360,7/6/97,7
71718,3/5/00,5
418677,12/4/08,4
287576,7/20/05,6
47988,4/23/95,5
206452,1/26/96,3
59096,9/5/05,6
499211,10/19/00,4
498048,12/8/99,7
238909,8/12/10,7
227495,8/9/06,7
405223,6/15/04,5
19610,12/24/93,5
201391,8/20/05,1
76052,8/30/04,1
438688,6/20/10,4
411073,9/10/96,3
35446,9/20/89,4
10996,5/3/06,2
496793,3/28/04,1
275408,12/12/00,4
400456,9/17/99,2
299341,2/27/14,2
402091,1/12/00,7
232485,7/20/02,5
109217,3/14/07,3
54897,7/7/98,1
109868,8/12/07,5
291130,4/26/02,1
295649,12/7/09,6
261476,6/17/97,6
410524,4/23/95,4
470962,12/27/92,2
276495,1/20/99,2
72131,5/30/99,2
258958,4/26/04,2
109885,5/9/99,4
465296,7/22/95,1
16112,3/27/09,3
291530,11/12/97,6
464092,4/22/03,2
400968,1/30/03,5
200283,9/30/94,6
70206,11/29/97,4
206465,11/14/97,7
42328,5/14/01,5
481286,1/22/98,5
274675,10/16/01,4
76340,2/24/96,7
464308,12/2/05,4
420321,5/28/06,6
202969,6/9/90,2
483249,8/9/98,3
41386,5/1/08,4
21338,11/8/00,5
417292,11/14/07,6
104588,5/22/05,4
281634,3/8/98,6
92641,2/2/93,6
97731,8/18/08,5
244985,3/3/95,5
79552,10/18/96,6
468857,2/24/96,7
436935,7/23/04,3
481109,2/3/91,6
255453,9/23/07,5
415294,7/19/93,1
413789,5/26/98,5
467467,4/30/09,3
33668,5/30/04,3
497855,11/29/98,2
423478,4/18/01,2
239305,9/11/01,3
483648,6/2/09,3
426879,8/8/05,2
80568,10/9/06,3
84815,9/28/98,3
422123,10/8/12,1
467057,4/18/04,1
221227,4/4/99,3
477005,5/10/02,6
267818,1/29/96,2
74223,2/17/90,2
402426,12/19/93,3
446844,7/23/94,5
28137,1/13/03,1
30509,4/8/04,6
495753,7/12/96,1
270645,6/4/00,5
89549,1/11/14,1
279425,9/20/91,6
297646,1/13/05,2
419351,11/1/95,1
232541,4/5/02,5
266119,3/16/09,1
83094,5/13/99,2
435207,2/18/97,1
239180,1/4/95,7
280898,6/18/96,5
33863,3/26/07,3
91446,5/3/03,4
438416,5/29/03,5
256603,2/12/95,5
414363,1/15/93,1
245220,8/17/02,3
453508,12/11/99,1
104957,10/24/98,6
261848,6/5/02,2
108302,10/30/94,5
406440,3/17/03,6
457580,4/26/99,4
446743,7/4/06,6
216768,6/25/09,6
101577,1/1/98,7
200204,10/14/00,7
242163,12/4/94,3
64386,4/7/11,1
279981,9/20/98,7
227796,2/7/00,7
405964,1/13/02,6
81891,1/25/97,1
431630,12/20/96,7
291191,12/4/05,2
476699,11/17/93,3
439974,11/7/99,4
228109,5/20/99,4
220449,1/7/93,5
297352,7/30/96,6
400689,5/8/97,1
429181,10/27/96,4
51232,9/17/00,7
216331,5/8/06,1
432726,11/27/02,5
453128,11/26/02,4
486161,7/8/04,6
36297,3/12/97,7
18205,4/23/07,1
434578,4/5/00,5
233480,6/26/06,2
428422,1/22/04,2
446380,3/3/02,1
95920,12/30/98,2
99183,3/25/00,6
499941,9/29/05,6
462598,4/30/05,3
97279,1/10/94,6
223934,8/25/00,2
484869,4/19/00,3
63102,9/4/05,1
44057,5/15/00,6
461332,4/20/05,7
62100,12/31/01,4
423819,1/22/08,2
92697,11/2/99,2
83390,9/3/96,2
52301,9/6/10,1
265823,10/21/00,1
459796,5/16/98,1
477969,3/18/03,3
283012,1/30/96,6
80955,1/18/04,6
465309,2/19/01,3
457173,8/29/98,6
68741,8/6/97,4
275107,11/18/97,4
211279,11/6/07,1
68075,8/30/94,6
94705,11/4/92,4
76279,5/15/04,6
54637,9/6/91,7
474585,12/7/97,7
254069,6/28/02,7
489260,6/28/90,1
272927,2/5/93,5
221425,9/30/89,7
200246,5/18/93,1
36976,11/1/95,1
106372,6/14/09,1
11043,7/13/03,2
418576,7/20/93,5
285097,12/18/93,4
37595,4/9/99,6
35639,1/4/95,7
17748,7/27/96,3
416383,5/17/98,1
480054,3/1/06,3
81837,5/29/04,2
466730,4/23/01,4
274533,9/2/97,4
59883,7/23/01,4
479673,12/20/94,1
297362,6/4/92,6
408453,6/22/98,5
249044,8/15/93,6
437667,4/13/08,6
89715,3/28/98,3
466277,10/22/01,5
480148,2/29/08,3
282089,6/3/94,6
292209,8/28/89,1
10849,10/11/09,7
410792,10/8/06,2
274834,12/28/92,4
411122,9/6/05,2
89918,5/10/03,4
243885,4/8/91,2
252925,7/30/98,1
266971,3/9/99,6
225788,4/13/95,6
230122,1/11/98,7
260399,4/11/03,4
251555,8/5/98,5
207644,2/10/06,1
414568,5/26/92,1
493291,6/4/98,1
83738,1/5/04,5
259163,11/2/02,5
298474,5/29/97,5
43338,11/7/04,5
69730,11/12/01,4
248178,2/10/97,2
228761,5/8/94,5
235794,4/6/00,3
261941,9/17/04,4
96996,11/2/01,6
260297,4/14/97,1
235070,7/23/98,4
66078,7/4/01,1
463363,2/27/94,3
275973,2/27/04,2
433104,7/9/97,3
409005,3/24/06,4
467533,9/28/95,2
464636,3/6/06,4
463070,10/14/01,4
70227,12/15/04,4
475073,4/18/91,5
474513,5/6/97,4
90933,6/30/05,6
485362,7/20/06,2
418840,5/12/95,3
86655,2/15/00,4
18326,5/22/97,7
406742,7/18/08,7
434700,1/28/00,2
265115,4/9/02,3
248819,8/15/00,4
249971,5/14/93,5
42146,11/25/95,4
214359,6/20/99,5
458193,1/12/00,1
70838,7/23/01,4
107830,12/3/05,3
281502,1/9/99,5
288041,2/29/96,7
43308,1/10/95,1
82500,10/17/94,4
487776,12/28/91,2
26404,12/23/01,1
23002,5/11/96,2
74316,6/18/93,1
226454,6/17/00,7
267253,3/5/04,3
104519,5/6/99,1
446692,9/23/99,7
459068,8/22/91,2
234022,9/28/95,5
464874,11/16/09,7
402586,9/19/97,5
77561,6/23/95,4
94641,5/1/04,3
28075,12/2/01,1
231383,1/22/01,5
495172,4/8/97,2
449616,10/6/99,4
289268,10/16/97,3
407529,5/5/10,1
84444,10/5/91,3
413822,3/2/95,2
438406,1/12/00,7
274930,9/11/07,3
453022,4/25/96,1
420557,7/30/04,2
238191,8/24/94,1
440269,10/6/00,7
69786,8/4/07,4
41540,2/10/95,5
236963,7/6/10,5
219188,8/12/99,2
15603,4/10/97,1
406558,6/11/05,6
473408,6/12/03,6
251496,9/26/91,2
289986,12/13/90,6
233242,1/23/96,5
299744,3/20/98,6
440684,2/8/01,4
39329,6/21/04,3
223430,12/1/98,5
432431,7/31/03,3
401750,11/11/93,6
207618,12/15/97,3
37647,10/22/97,6
60730,10/28/91,3
466268,11/11/97,4
38772,1/22/01,7
407262,11/7/92,2
75483,6/29/06,2
460757,4/30/99,1
248334,7/18/09,6
414241,9/13/94,2
50647,12/15/12,6
286541,2/5/03,6
94567,11/28/01,2
33155,12/5/92,7
294179,7/13/00,5
288106,1/20/04,3
64362,11/4/02,3
287127,9/5/93,6
228185,6/16/03,5
411623,2/8/01,5
494420,12/12/00,1
477482,12/28/04,5
16695,10/18/11,2
44114,2/17/11,6
472956,1/31/97,7
21164,4/1/03,3
65714,2/17/04,5
405907,7/26/00,4
273400,8/15/97,4
86322,6/3/05,4
436686,6/16/93,6
42805,12/13/94,4
277969,1/14/11,5
83482,2/3/96,1
28263,10/26/90,3
451855,10/6/00,3
20255,6/7/07,6
469387,7/30/06,7
286077,10/16/03,1
448826,2/20/02,7
50912,5/23/99,2
18812,4/4/05,2
81328,9/17/01,7
100844,1/26/07,3
206396,12/25/98,4
218346,3/31/95,2
286505,11/27/06,1
463350,9/8/90,5
273852,5/19/91,6
19351,1/12/97,2
235727,1/10/09,5
423359,9/6/00,1
95991,8/9/98,7
269753,4/8/00,3
260934,11/30/90,3
240426,5/24/95,7
10683,1/6/06,2
73546,7/18/99,7
422387,6/17/04,4
458601,2/12/03,2
247315,9/20/03,1
485277,1/3/06,3
249335,7/13/01,6
80667,5/12/00,4
299170,7/20/00,6
75953,8/8/94,7
49734,6/3/02,5
269786,6/20/06,2
104108,5/4/08,3
440194,10/16/06,5
88979,9/24/03,6
274415,8/28/03,1
448911,1/19/01,6
59042,5/5/00,4
499445,8/8/96,7
237399,9/20/04,3
39713,10/15/09,6
221317,3/27/98,7
499683,10/4/11,4
247520,6/1/00,2
474017,12/24/02,4
279671,1/18/99,1
284809,7/13/00,7
454295,5/9/08,3
431490,4/9/07,3
60442,8/10/01,7
12639,6/12/10,6
441599,10/7/97,7
447381,12/25/02,5
497025,12/19/02,7
428467,2/23/90,7
56138,11/2/00,2
246038,5/22/92,3
23038,8/9/96,6
81405,3/17/95,2
462177,12/21/98,7
291563,9/1/09,6
478205,4/17/96,4
457372,10/12/00,1
78540,12/5/90,1
67216,5/8/92,5
33097,7/14/93,4
271094,4/15/07,4
461996,4/7/97,3
437024,12/29/02,3
29804,2/14/97,2
251278,8/8/98,4
208305,2/5/05,3
74762,1/20/13,4
48942,5/23/92,5
14822,9/7/96,1
413318,3/12/96,3
422417,2/11/01,7
21886,12/25/02,6
244676,8/27/98,7
266609,4/29/97,7
215845,11/7/99,2
61858,12/1/01,5
296183,4/23/96,6
73842,10/23/00,5
252986,12/16/05,1
262560,11/26/02,5
94253,10/1/94,4
499446,3/31/03,3
221749,10/31/02,7
223255,10/24/90,6
209837,11/1/05,7
250580,12/11/95,3
281117,10/19/97,7
226000,5/24/04,5
418704,7/20/99,1
455471,3/22/96,6
100929,2/13/96,3
12210,1/14/02,5
206129,9/3/00,4
446757,10/25/95,3
250886,5/29/98,4
480741,11/7/10,7
281166,1/28/99,3
58307,3/2/06,3
495760,3/29/99,4
202131,6/4/97,6
214750,10/23/03,6
13571,3/8/06,3
413713,4/1/93,3
461957,3/1/94,2
416949,10/18/99,2
278991,1/12/90,7
76097,7/5/04,3
79868,9/23/95,1
44667,11/6/98,4
437890,8/13/95,1
98437,12/8/01,7
238912,2/18/91,7
406155,12/2/92,2
418349,11/16/04,5
21246,12/5/05,2
98506,5/22/95,4
222271,5/8/03,5
482095,5/24/98,3
55902,12/7/90,6
289149,4/10/06,3
68132,10/12/99,6
416804,1/4/97,3
14185,9/27/96,6
475213,10/18/08,1
65374,8/13/02,5
470788,11/21/93,5
220784,7/10/03,6
108807,4/27/99,5
19763,8/17/99,3
231606,1/6/02,6
85210,5/10/96,2
494331,1/14/99,7
253163,8/2/02,6
259508,12/6/03,7
498671,11/5/06,5
255805,5/9/98,4
450930,7/15/13,5
464618,11/20/07,7
268271,1/17/12,7
81117,12/21/95,7
495804,11/28/96,4
83397,1/26/07,5
10393,1/23/04,2
273048,4/9/02,7
49237,6/26/07,5
466930,8/26/94,5
498413,4/2/00,1
60492,11/2/91,3
437732,6/26/97,6
429729,9/22/05,1
248681,9/16/96,3
291306,3/3/97,4
81971,11/24/03,1
209203,3/2/08,3
244343,2/28/01,5
243299,7/9/02,5
421379,11/5/99,5
98129,8/16/02,3
298568,6/27/98,6
11122,2/4/05,3
422562,5/10/91,4
58768,1/9/03,2
414628,6/25/96,3
438774,4/23/06,6
290182,3/30/06,2
481117,8/11/96,7
436670,6/6/98,6
415992,5/3/00,5
458635,7/25/97,7
456285,7/18/07,6
496507,11/23/07,1
46422,1/22/05,2
461173,11/22/97,1
296715,8/19/06,6
407140,5/21/95,7
404185,7/10/09,2
411951,9/13/00,2
442750,6/16/01,3
475243,2/2/08,3
31696,10/17/07,2
20378,8/2/95,3
238423,4/29/92,6
31983,2/26/07,1
226670,12/28/97,1
49142,3/11/03,1
94299,3/22/93,5
457582,5/14/03,5
26785,12/11/98,3
261647,6/30/11,5
228434,1/6/04,5
24085,7/8/04,4
84093,2/18/04,1
497605,5/19/04,2
105323,10/5/07,2
79449,11/28/91,1
84462,3/20/01,2
97540,10/29/03,1
259643,4/27/96,6
18990,4/14/00,7
221808,10/28/00,6
274539,10/27/90,4
482049,7/21/06,7
434822,4/18/01,1
241139,9/19/01,4
218739,5/8/94,1
444669,1/8/97,5
258302,3/9/96,7
444856,4/23/97,6
29359,1/19/08,5
405832,1/2/00,6
96752,12/20/96,1
67376,1/17/01,2
94715,8/24/01,4
100089,7/5/03,3
47574,2/3/04,2
250254,3/30/05,2
253780,6/8/97,5
77768,10/5/92,5
450242,1/12/03,3
465442,4/18/98,6
231853,9/22/06,5
47297,5/30/99,3
41788,5/19/93,4
448159,7/29/04,7
220717,9/2/96,2
487278,8/29/93,5
463192,7/28/99,3
69332,12/19/03,7
103514,12/3/10,4
434722,11/24/95,7
476441,6/8/02,1
21351,10/21/02,7
420759,10/29/09,3
289284,6/20/01,6
252255,5/6/03,5
102086,12/12/01,7
254713,3/28/01,1
79852,4/23/93,4
267731,7/12/08,2
31875,10/24/92,2
34617,3/18/99,6
212473,12/18/01,5
435886,12/17/05,2
233891,1/29/96,2
27155,2/4/98,1
441234,4/10/94,2
26493,3/16/95,5
281115,4/9/02,1
242047,1/5/97,2
229424,3/29/08,4
72043,12/5/00,2
10745,8/4/99,4
218212,12/25/95,6
99730,10/21/97,6
10575,7/5/03,7
418530,2/19/93,3
420272,3/22/97,4
248687,8/29/90,1
225564,7/24/03,6
96829,2/28/10,6
231250,5/21/06,1
425018,11/27/94,1
279247,1/2/05,5
51542,5/25/04,5
499516,10/10/03,2
236610,5/1/96,4
63189,6/5/96,7
400884,11/25/03,4
299460,2/26/93,1
254917,12/5/08,5
206770,8/7/02,1
461174,3/6/07,1
441633,4/18/93,2
278483,1/10/03,7
436065,10/31/06,2
446400,1/10/03,1
250808,4/21/08,2
269296,6/4/07,1
37891,11/25/93,5
45950,8/23/99,7
282946,4/4/97,1
471716,10/17/94,2
84474,3/5/02,4
404013,5/12/97,7
71350,1/3/03,4
445016,2/22/96,5
19801,11/27/04,1
26811,7/11/01,6
220464,12/12/98,4
283250,8/2/11,5
32471,5/4/04,3
469590,1/15/04,2
32883,11/12/93,4
415737,11/8/97,7
410711,2/11/05,6
240854,1/6/97,4
429174,12/25/10,5
247055,2/12/01,5
409611,6/1/05,2
246175,8/21/13,1
227280,8/29/98,3
441911,11/7/92,6
102849,12/4/12,7
490611,10/2/97,5
47399,7/25/96,1
45391,8/13/93,3
296386,4/6/97,1
420346,10/18/96,2
425522,1/31/06,3
227365,10/30/90,3
404022,8/11/94,4
228186,7/20/02,6
50263,10/29/03,2
410460,9/5/96,1
400534,9/28/99,1
289112,6/8/03,1
16346,12/19/00,2
466501,9/27/00,2
64574,10/6/98,5
410389,1/3/98,6
46417,11/23/00,3
79677,10/5/09,7
58106,7/26/12,5
16479,12/24/98,2
61213,3/12/02,6
288510,10/21/04,2
245310,9/25/06,2
213755,10/1/05,1
58769,11/3/94,3
228135,12/6/96,5
53219,1/1/96,3
271323,1/20/09,1
54430,6/25/93,1
24397,12/18/03,6
214422,4/23/03,5
226749,7/29/98,1
490610,6/17/07,1
471568,2/11/96,5
222647,11/20/07,3
109663,6/23/06,4
219677,3/13/01,5
484825,11/29/92,7
250373,8/30/98,1
276896,5/30/99,6
224926,6/5/03,6
292763,8/4/99,5
492945,10/2/06,7
290139,11/16/99,4
264426,11/15/97,5
41283,8/20/89,7
431081,2/17/95,3
69292,10/20/10,3
420140,2/20/94,4
34927,4/17/02,6
272889,11/16/00,5
483637,9/25/93,6
474913,4/23/01,2
457096,4/3/05,6
462613,4/21/02,1
465602,3/15/06,2
252910,7/27/05,2
101043,7/17/01,2
456865,11/4/99,6
460079,3/2/95,7
469482,5/15/11,1
421347,11/7/92,4
57543,9/20/92,1
223994,11/17/08,2
230516,7/2/10,5
412824,6/20/92,6
211959,4/14/06,1
496549,12/12/04,4
456278,2/4/96,7
53673,5/6/97,6
484103,12/3/05,3
39385,8/9/98,1
14293,1/18/98,2
419749,10/4/99,1
89744,2/5/00,5
264191,6/10/10,6
24273,4/10/09,3
414323,6/25/03,2
418563,2/14/01,5
269382,5/28/05,7
96216,2/21/01,3
489920,1/6/10,4
424854,2/3/98,1
10063,8/9/95,1
40009,2/27/95,6
414527,5/14/98,6
449082,12/27/92,5
50376,9/3/92,3
74927,1/28/97,6
102436,4/2/06,3
478533,7/22/00,4
11227,8/8/97,6
109327,5/22/03,7
229235,7/10/92,1
294164,11/27/93,4
54371,5/8/99,4
497021,10/31/00,1
480765,4/14/95,1
224332,4/27/07,4
430908,8/9/00,6
33585,8/22/96,4
428041,5/13/97,1
255489,9/22/98,1
60261,9/5/92,3
420772,6/7/97,6
105958,10/22/96,4
419679,9/29/95,4
63271,7/31/95,1
203298,3/6/98,2
480423,5/21/00,6
75116,5/23/99,1
411162,4/19/95,6
471482,9/30/97,3
479808,9/3/00,2
50588,9/11/97,5
471564,9/6/06,6
413714,11/14/01,6
427425,12/15/04,5
109056,12/6/96,2
88708,11/15/98,7
419286,7/1/92,2
409675,3/11/05,7
26622,8/16/02,7
31228,7/2/10,2
261037,12/6/02,3
29145,4/15/09,6
15617,8/12/96,3
105465,7/19/03,3
426296,11/16/99,2
68260,7/23/03,5
205278,1/14/03,2
88665,2/2/95,7
227847,12/5/08,3
286603,11/14/06,2
274591,11/18/02,2
104743,3/25/94,2
34362,4/1/01,1
251252,6/27/95,1
18036,7/20/92,1
258497,7/18/02,7
491236,3/12/96,7
418325,1/28/01,7
425618,3/25/02,7
31604,7/20/97,4
90030,5/25/98,1
79049,8/23/00,3
441888,6/16/03,6
413421,8/1/96,6
63824,11/2/00,6
466911,10/17/90,6
95219,3/26/99,5
289624,6/9/95,1
411882,11/13/99,6
98966,5/13/00,2
77754,2/7/10,6
433895,11/20/09,7
20851,1/29/92,1
452230,8/14/01,2
445642,5/14/04,4
85567,10/16/01,2
208613,3/20/98,3
274685,2/16/99,3
451084,11/15/91,1
51574,3/15/98,1
213268,3/23/02,6
108833,9/27/00,2
418663,9/5/92,2
478906,4/14/05,5
255325,1/15/05,3
285408,2/28/06,2
420883,4/8/99,2
431290,10/29/91,6
490032,5/24/02,3
467031,9/23/07,2
18510,5/27/08,1
454285,12/15/02,5
105658,10/20/06,3
261055,1/11/00,6
284090,6/7/01,6
487211,7/5/08,5
441619,7/24/03,2
458322,4/10/14,6
457192,5/24/00,7
460064,11/18/95,3
293617,10/4/95,6
297590,12/24/91,3
236370,2/26/04,4
203763,11/29/94,6
239973,10/3/96,2
109578,11/9/95,3
260561,1/14/98,3
261553,1/29/09,4
444628,3/1/03,7
62590,1/12/95,3
454481,1/25/01,2
443587,3/30/98,2
495923,11/29/95,1
75017,11/29/07,1
475730,1/31/91,6
499848,4/18/06,1
104736,8/6/96,3
266087,7/5/94,2
496522,5/25/90,2
266616,5/15/01,4
54372,4/15/08,2
468322,6/15/93,4
245510,6/4/10,6
43745,12/24/04,7
69066,5/5/92,6
46006,9/6/01,3
96690,4/7/04,4
43590,2/18/99,5
229535,6/3/91,5
75016,10/1/99,4
473360,4/17/91,7
97013,3/14/04,2
42503,10/23/93,3
36109,12/19/00,1
404323,2/19/04,2
247654,9/30/05,5
465961,9/21/09,6
77109,1/25/91,4
26872,1/27/05,5
438678,8/19/07,7
96291,11/26/07,7
93610,3/21/01,4
261063,5/7/00,2
96529,2/20/02,2
421668,12/4/93,2
298719,1/21/03,5
47578,10/11/92,2
66837,5/25/94,5
441514,8/14/96,5
63539,7/2/98,3
487252,8/15/94,2
477816,11/18/00,2
422990,3/26/04,6
416363,9/20/09,3
97611,3/14/98,2
495065,1/6/02,2
298987,4/12/94,3
28830,2/11/99,5
204436,6/27/06,3
77534,12/12/10,7
217725,11/6/98,5
253766,10/1/95,5
406453,2/17/11,1
458729,4/15/00,5
88854,12/26/04,2
32622,7/15/97,7
286423,3/23/02,5
417512,5/13/01,2
412088,1/16/07,3
450916,5/3/06,5
100428,2/14/03,7
420851,4/10/05,2
283523,7/14/03,7
471721,5/7/95,6
241291,10/8/11,4
89786,11/25/91,4
98926,3/9/07,2
108678,9/5/00,2
24481,6/16/02,7
408032,3/23/05,4
496889,4/9/02,6
47327,12/6/89,1
93900,1/1/96,5
10645,6/26/01,4
210525,4/13/95,5
271520,4/23/01,6
260378,7/29/94,2
416255,12/15/02,6
433897,7/14/06,4
32841,8/7/93,1
480005,12/12/00,6
14338,11/11/96,3
44908,1/5/01,4
228656,5/20/10,6
499377,8/11/01,1
50973,12/2/94,2
213344,3/14/04,2
26856,2/4/98,7
206389,6/21/06,4
49351,1/17/94,1
498952,9/18/93,3
37845,10/20/95,4
54998,12/24/03,5
26526,12/25/08,4
211778,1/4/98,5
85999,4/10/92,4
62336,12/17/02,7
219191,11/20/06,7
488326,3/1/95,3
252327,7/13/00,7
17953,7/21/99,4
29429,12/12/00,6
86718,11/17/08,6
430208,3/1/10,4
299795,5/3/91,3
472897,6/16/02,2
299101,1/3/06,1
220281,12/17/05,1
41393,5/10/98,4
78515,8/9/95,7
437820,7/9/03,6
82614,4/6/95,6
205420,5/23/01,5
45836,6/23/05,5
109516,12/11/94,2
232040,9/19/97,2
93820,12/28/00,6
248620,6/5/01,7
221657,11/3/99,2
212130,8/11/12,7
280036,11/18/01,7
492512,2/2/90,4
71365,12/25/01,3
294737,8/19/06,2
266862,9/28/97,1
107232,6/5/08,5
260896,2/16/02,4
241356,12/31/13,3
30997,8/15/01,5
209828,1/15/96,2
298980,5/14/93,4
88173,5/28/09,7
223302,10/18/99,3
470435,3/28/98,1
240123,12/16/96,5
86437,6/10/00,5
441270,7/8/02,2
296575,9/7/95,6
490203,2/19/08,4
473170,5/21/13,6
276021,10/19/01,2
56789,9/1/98,4
109414,5/2/05,2
482632,4/7/00,7
205345,10/17/00,2
108795,7/1/02,4
259839,5/16/94,7
424665,5/29/95,5
91225,5/25/90,5
476863,7/9/98,2
471809,1/31/02,2
297602,7/15/03,7
105411,6/26/13,4
70662,12/7/09,7
235392,3/24/03,4
436699,6/20/94,4
262388,10/28/07,7
477234,4/8/02,6
249651,2/21/02,4
89928,11/15/94,6
12825,10/4/00,3
227893,1/31/96,5
53659,11/20/92,3
293419,6/25/00,7
209503,5/11/04,1
231089,8/27/92,4
67523,1/24/04,6
242625,9/7/96,1
43695,8/27/96,7
258481,7/7/01,6
242513,2/22/96,5
15450,1/10/10,1
100241,1/26/00,2
416141,3/2/00,1
431421,12/5/97,6
456096,11/25/99,5
104480,2/21/98,6
296331,6/18/95,2
248371,11/18/93,6
72226,7/22/01,1
245988,6/10/03,4
472163,5/5/02,7
203056,4/1/06,7
499778,12/1/03,3
220476,5/12/12,4
447927,8/29/00,2
268434,12/20/94,2
403351,10/6/98,5
223962,2/7/01,6
441240,7/14/93,2
101274,2/14/97,7
203747,7/28/05,2
50514,9/14/00,4
222204,10/20/05,5
285746,7/27/92,1
248147,2/3/96,3
426378,4/1/06,2
216206,5/17/95,1
105507,8/29/93,5
66809,6/17/94,2
245332,2/11/09,2
